player_id,player_name,week,clay_points,grass_points,hard_points,carpet_points
209406,Abedallah Shelbayh,1,0,0,0,0
209406,Abedallah Shelbayh,2,0,0,0,0
209406,Abedallah Shelbayh,3,0,0,0,0
209406,Abedallah Shelbayh,4,0,0,0,0
209406,Abedallah Shelbayh,5,0,0,0,0
209406,Abedallah Shelbayh,6,0,0,0,0
209406,Abedallah Shelbayh,7,0,0,0,0
209406,Abedallah Shelbayh,8,0,0,20,0
209406,Abedallah Shelbayh,9,0,0,20,0
209406,Abedallah Shelbayh,10,0,0,0,0
209406,Abedallah Shelbayh,11,0,0,0,0
209406,Abedallah Shelbayh,12,0,0,0,0
209406,Abedallah Shelbayh,13,0,0,0,0
209406,Abedallah Shelbayh,14,20,0,0,0
209406,Abedallah Shelbayh,15,0,0,0,0
209406,Abedallah Shelbayh,16,0,0,0,0
209406,Abedallah Shelbayh,17,0,0,0,0
209406,Abedallah Shelbayh,18,0,0,0,0
209406,Abedallah Shelbayh,19,0,0,0,0
209406,Abedallah Shelbayh,20,0,0,0,0
209406,Abedallah Shelbayh,21,0,0,0,0
209406,Abedallah Shelbayh,22,0,0,0,0
209406,Abedallah Shelbayh,23,0,0,0,0
209406,Abedallah Shelbayh,24,0,0,0,0
209406,Abedallah Shelbayh,25,0,0,0,0
209406,Abedallah Shelbayh,26,0,0,0,0
209406,Abedallah Shelbayh,27,0,0,0,0
209406,Abedallah Shelbayh,28,0,0,0,0
209406,Abedallah Shelbayh,29,0,0,0,0
209406,Abedallah Shelbayh,30,0,0,0,0
209406,Abedallah Shelbayh,31,0,0,0,0
209406,Abedallah Shelbayh,32,0,0,0,0
209406,Abedallah Shelbayh,33,0,0,0,0
209406,Abedallah Shelbayh,34,0,0,0,0
209406,Abedallah Shelbayh,35,0,0,0,0
209406,Abedallah Shelbayh,36,0,0,0,0
209406,Abedallah Shelbayh,37,0,0,0,0
209406,Abedallah Shelbayh,38,0,0,0,0
209406,Abedallah Shelbayh,39,0,0,0,0
209406,Abedallah Shelbayh,40,0,0,0,0
209406,Abedallah Shelbayh,41,0,0,0,0
209406,Abedallah Shelbayh,42,0,0,0,0
209406,Abedallah Shelbayh,43,0,0,0,0
209406,Abedallah Shelbayh,44,0,0,0,0
209406,Abedallah Shelbayh,45,0,0,0,0
209406,Abedallah Shelbayh,46,0,0,0,0
209406,Abedallah Shelbayh,47,0,0,0,0
209406,Abedallah Shelbayh,48,0,0,0,0
209406,Abedallah Shelbayh,49,0,0,0,0
209406,Abedallah Shelbayh,50,0,0,0,0
209406,Abedallah Shelbayh,51,0,0,0,0
209406,Abedallah Shelbayh,52,0,0,0,0
208117,Adam Neff,1,0,0,0,0
208117,Adam Neff,2,0,0,0,0
208117,Adam Neff,3,0,0,0,0
208117,Adam Neff,4,0,0,0,0
208117,Adam Neff,5,0,0,0,0
