player_id,player_name,week,carpet_points,clay_points,grass_points,hard_points
104126,Adam Kennedy,1,0,0,0,0
104126,Adam Kennedy,2,0,0,0,0
104126,Adam Kennedy,3,0,0,0,0
104126,Adam Kennedy,4,0,0,0,0
104126,Adam Kennedy,5,0,0,0,0
104126,Adam Kennedy,6,0,0,0,0
104126,Adam Kennedy,7,0,0,0,0
104126,Adam Kennedy,8,0,0,0,0
104126,Adam Kennedy,9,0,0,0,0
104126,Adam Kennedy,10,0,0,0,0
104126,Adam Kennedy,11,0,0,0,0
104126,Adam Kennedy,12,0,0,0,0
104126,Adam Kennedy,13,0,0,0,0
104126,Adam Kennedy,14,0,0,0,0
104126,Adam Kennedy,15,0,0,0,0
104126,Adam Kennedy,16,0,0,0,0
104126,Adam Kennedy,17,0,0,0,0
104126,Adam Kennedy,18,0,0,0,0
104126,Adam Kennedy,19,0,0,0,0
104126,Adam Kennedy,20,0,0,0,0
104126,Adam Kennedy,21,0,0,0,0
104126,Adam Kennedy,22,0,0,0,0
104126,Adam Kennedy,23,0,0,0,0
104126,Adam Kennedy,24,0,0,0,0
104126,Adam Kennedy,25,0,0,0,0
104126,Adam Kennedy,26,0,0,0,0
104126,Adam Kennedy,27,0,0,0,0
104126,Adam Kennedy,28,0,0,20,0
104126,Adam Kennedy,29,0,0,0,0
104126,Adam Kennedy,30,0,0,0,0
104126,Adam Kennedy,31,0,0,0,0
104126,Adam Kennedy,32,0,0,0,0
104126,Adam Kennedy,33,0,0,0,0
104126,Adam Kennedy,34,0,0,0,0
104126,Adam Kennedy,35,0,0,0,0
104126,Adam Kennedy,36,0,0,0,0
104126,Adam Kennedy,37,0,0,0,0
104126,Adam Kennedy,38,0,0,0,0
104126,Adam Kennedy,39,0,0,0,0
104126,Adam Kennedy,40,0,0,0,0
104126,Adam Kennedy,41,0,0,0,0
104126,Adam Kennedy,42,0,0,0,0
104126,Adam Kennedy,43,0,0,0,0
104126,Adam Kennedy,44,0,0,0,0
104126,Adam Kennedy,45,0,0,0,0
104126,Adam Kennedy,46,0,0,0,0
104126,Adam Kennedy,47,0,0,0,0
104126,Adam Kennedy,48,0,0,0,0
104126,Adam Kennedy,49,0,0,0,0
104126,Adam Kennedy,50,0,0,0,0
104126,Adam Kennedy,51,0,0,0,0
104126,Adam Kennedy,52,0,0,0,0
102437,Adrian Voinea,1,0,0,0,0
102437,Adrian Voinea,2,0,0,0,0
102437,Adrian Voinea,3,0,0,0,180
102437,Adrian Voinea,4,0,0,0,0
102437,Adrian Voinea,5,0,0,0,0
102437,Adrian Voinea,6,0,0,0,0
102437,Adrian Voinea,7,0,0,0,20
102437,Adrian Voinea,8,0,0,0,0
102437,Adrian Voinea,9,0,0,0,20
102437,Adrian Voinea,10,0,0,0,0
102437,Adrian Voinea,11,0,0,0,0
102437,Adrian Voinea,12,0,0,0,90
102437,Adrian Voinea,13,0,0,0,0
102437,Adrian Voinea,14,0,0,0,0
102437,Adrian Voinea,15,0,45,0,0
102437,Adrian Voinea,16,0,0,0,0
102437,Adrian Voinea,17,0,0,0,0
102437,Adrian Voinea,18,0,0,0,0
