YEAR,DATE,EVENT_LEVEL,EVENT_TYPE,DRAW_SIZE,ROUND,BESTOF,SURFACE,WINNER_NAME,LOSER_NAME
2025,2025-08-17,A,250,48,QF,3,Hard,Botic van de Zandschulp,Yunchaokete Bu
2025,2025-08-17,A,250,48,R16,3,Hard,Sebastian Korda,Kamil Majchrzak
2025,2025-08-17,A,250,48,R64,3,Hard,Pedro Martinez,David Goffin
2025,2025-08-17,A,250,48,R32,3,Hard,Kamil Majchrzak,Nuno Borges
2025,2025-08-17,A,250,48,R16,3,Hard,Yunchaokete Bu,Mariano Navone
2025,2025-08-17,A,250,48,R64,3,Hard,Kamil Majchrzak,Nicolas Jarry
2025,2025-08-17,A,250,48,R32,3,Hard,Marton Fucsovics,Tallon Griekspoor
2025,2025-08-17,A,250,48,R32,3,Hard,Luciano Darderi,Mackenzie McDonald
2025,2025-08-17,A,250,48,R64,3,Hard,Vit Kopriva,Sebastian Ofner
2025,2025-08-17,A,250,48,QF,3,Hard,Marton Fucsovics,Jaume Munar
2025,2025-08-17,A,250,48,R16,3,Hard,Giovanni Mpetshi Perricard,Alexandre Muller
2025,2025-08-17,A,250,48,R64,3,Hard,Darwin Blanch,Borna Coric
2025,2025-08-17,A,250,48,R16,3,Hard,Hamad Medjedovic,Gabriel Diallo
2025,2025-08-17,A,250,48,QF,3,Hard,Sebastian Korda,Miomir Kecmanovic
2025,2025-08-17,A,250,48,R32,3,Hard,Miomir Kecmanovic,Aleksandar Kovacevic
2025,2025-08-17,A,250,48,R32,3,Hard,Roberto Bautista Agut,Christopher O'Connell
2025,2025-08-17,A,250,48,F,3,Hard,Marton Fucsovics,Botic van de Zandschulp
2025,2025-08-17,A,250,48,R32,3,Hard,Mariano Navone,Marcos Giron
2025,2025-08-17,A,250,48,R64,3,Hard,Pablo Carreno Busta,Yoshihito Nishioka
2025,2025-08-17,A,250,48,R32,3,Hard,Hamad Medjedovic,Jacob Fearnley
2025,2025-08-17,A,250,48,R32,3,Hard,Gabriel Diallo,Nishesh Basavareddy
2025,2025-08-17,A,250,48,R64,3,Hard,Christopher O'Connell,Roman Safiullin
2025,2025-08-17,A,250,48,R64,3,Hard,Nishesh Basavareddy,Raphael Collignon
2025,2025-08-17,A,250,48,R32,3,Hard,Yunchaokete Bu,Stefanos Tsitsipas
2025,2025-08-17,A,250,48,R64,3,Hard,Stefan Dostanic,Aleksandar Vukic
2025,2025-08-24,G,GS,128,R16,5,Hard,Novak Djokovic,Jan-Lennard Struff
2025,2025-08-24,G,GS,128,R64,5,Hard,Leandro Riedi,Francisco Cerundolo
2025,2025-08-24,G,GS,128,R128,5,Hard,Frances Tiafoe,Yoshihito Nishioka
2025,2025-08-24,G,GS,128,R64,5,Hard,Tomas Machac,Joao Fonseca
2025,2025-08-24,G,GS,128,R128,5,Hard,Jiri Lehecka,Borna Coric
2025,2025-08-24,G,GS,128,QF,5,Hard,Jannik Sinner,Lorenzo Musetti
2025,2025-08-24,G,GS,128,R128,5,Hard,Leandro Riedi,Pedro Martinez
2025,2025-08-24,G,GS,128,R32,5,Hard,Adrian Mannarino,Ben Shelton
2025,2025-08-24,G,GS,128,R128,5,Hard,Tristan Boyer,James Duckworth
2025,2025-08-24,G,GS,128,R128,5,Hard,Tristan Schoolkate,Lorenzo Sonego
2025,2025-08-24,G,GS,128,R64,5,Hard,Cameron Norrie,Francisco Comesana
2025,2025-08-24,G,GS,128,R16,5,Hard,Jannik Sinner,Alexander Bublik
2025,2025-08-24,G,GS,128,R128,5,Hard,David Goffin,Quentin Halys
2025,2025-08-24,G,GS,128,R32,5,Hard,Novak Djokovic,Cameron Norrie
2025,2025-08-24,G,GS,128,R64,5,Hard,Jannik Sinner,Alexei Popyrin
2025,2025-08-24,G,GS,128,R128,5,Hard,Benjamin Bonzi,Daniil Medvedev
2025,2025-08-24,G,GS,128,R128,5,Hard,Alexei Popyrin,Emil Ruusuvuori
2025,2025-08-24,G,GS,128,R128,5,Hard,Marcos Giron,Mariano Navone
2025,2025-08-24,G,GS,128,R128,5,Hard,Jannik Sinner,Vit Kopriva
2025,2025-08-24,G,GS,128,R64,5,Hard,Denis Shapovalov,Valentin Royer
2025,2025-08-24,G,GS,128,R32,5,Hard,Jan-Lennard Struff,Frances Tiafoe
2025,2025-08-24,G,GS,128,R128,5,Hard,Lorenzo Musetti,Giovanni Mpetshi Perricard
2025,2025-08-24,G,GS,128,R16,5,Hard,Lorenzo Musetti,Jaume Munar
2025,2025-08-24,G,GS,128,R64,5,Hard,Novak Djokovic,Zachary Svajda
2025,2025-08-24,G,GS,128,R128,5,Hard,Andrey Rublev,Dino Prizmic
2025,2025-08-24,G,GS,128,R128,5,Hard,Alexander Bublik,Marin Cilic
2025,2025-08-24,G,GS,128,R32,5,Hard,Jiri Lehecka,Raphael Collignon
2025,2025-08-24,G,GS,128,R128,5,Hard,Francisco Cerundolo,Matteo Arnaldi
2025,2025-08-24,G,GS,128,QF,5,Hard,Felix Auger-Aliassime,Alex de Minaur
2025,2025-08-24,G,GS,128,R64,5,Hard,Ugo Blanchet,Jakub Mensik
2025,2025-08-24,G,GS,128,R128,5,Hard,Tomas Martin Etcheverry,Camilo Ugo Carabelli
2025,2025-08-24,G,GS,128,R64,5,Hard,Kamil Majchrzak,Karen Khachanov
2025,2025-08-24,G,GS,128,R128,5,Hard,Martin Damm,Darwin Blanch
2025,2025-08-24,G,GS,128,R16,5,Hard,Taylor Fritz,Tomas Machac
2025,2025-08-24,G,GS,128,R32,5,Hard,Lorenzo Musetti,Flavio Cobolli
2025,2025-08-24,G,GS,128,R64,5,Hard,Raphael Collignon,Casper Ruud
2025,2025-08-24,G,GS,128,R128,5,Hard,Flavio Cobolli,Francesco Passaro
2025,2025-08-24,G,GS,128,R32,5,Hard,Leandro Riedi,Kamil Majchrzak
2025,2025-08-24,G,GS,128,R64,5,Hard,Alexander Bublik,Tristan Schoolkate
2025,2025-08-24,G,GS,128,R128,5,Hard,Mattia Bellucci,Juncheng Shang
2025,2025-08-24,G,GS,128,R64,5,Hard,Carlos Alcaraz,Mattia Bellucci
2025,2025-08-24,G,GS,128,R16,5,Hard,Jiri Lehecka,Adrian Mannarino
2025,2025-08-24,G,GS,128,R64,5,Hard,Andrey Rublev,Tristan Boyer
2025,2025-08-24,G,GS,128,R128,5,Hard,Joao Fonseca,Miomir Kecmanovic
2025,2025-08-24,G,GS,128,R64,5,Hard,Taylor Fritz,Lloyd Harris
2025,2025-08-24,G,GS,128,R128,5,Hard,Lloyd Harris,Sebastian Baez
2025,2025-08-24,G,GS,128,SF,5,Hard,Jannik Sinner,Felix Auger-Aliassime
2025,2025-08-24,G,GS,128,R128,5,Hard,Novak Djokovic,Learner Tien
2025,2025-08-24,G,GS,128,R128,5,Hard,Jack Draper,Federico Agustin Gomez
2025,2025-08-24,G,GS,128,R64,5,Hard,Jaume Munar,Gabriel Diallo
2025,2025-08-24,G,GS,128,R128,5,Hard,Alexander Zverev,Alejandro Tabilo
2025,2025-08-24,G,GS,128,R128,5,Hard,Jacob Fearnley,Roberto Bautista Agut
2025,2025-08-24,G,GS,128,R64,5,Hard,Zizou Bergs,Jack Draper
2025,2025-08-24,G,GS,128,R128,5,Hard,Zachary Svajda,Zsombor Piros
2025,2025-08-24,G,GS,128,R128,5,Hard,Zizou Bergs,Chun-Hsin Tseng
2025,2025-08-24,G,GS,128,SF,5,Hard,Carlos Alcaraz,Novak Djokovic
2025,2025-08-24,G,GS,128,R64,5,Hard,Jerome Kym,Brandon Nakashima
2025,2025-08-24,G,GS,128,R128,5,Hard,Taylor Fritz,Emilio Nava
2025,2025-08-24,G,GS,128,R64,5,Hard,Coleman Wong,Adam Walton
2025,2025-08-24,G,GS,128,R128,5,Hard,Tomas Machac,Luca Nardi
2025,2025-08-24,G,GS,128,R16,5,Hard,Carlos Alcaraz,Arthur Rinderknech
2025,2025-08-24,G,GS,128,R128,5,Hard,Carlos Alcaraz,Reilly Opelka
2025,2025-08-24,G,GS,128,R64,5,Hard,Luciano Darderi,Eliot Spizzirri
2025,2025-08-24,G,GS,128,R64,5,Hard,Tommy Paul,Nuno Borges
2025,2025-08-24,G,GS,128,R32,5,Hard,Alex de Minaur,Daniel Altmaier
2025,2025-08-24,G,GS,128,R128,5,Hard,Jenson Brooksby,Aleksandar Vukic
2025,2025-08-24,G,GS,128,R64,5,Hard,Jiri Lehecka,Tomas Martin Etcheverry
2025,2025-08-24,G,GS,128,R32,5,Hard,Jaume Munar,Zizou Bergs
2025,2025-08-24,G,GS,128,R64,5,Hard,Arthur Rinderknech,Alejandro Davidovich Fokina
2025,2025-08-24,G,GS,128,R128,5,Hard,Luciano Darderi,Rinky Hijikata
2025,2025-08-24,G,GS,128,R64,5,Hard,Lorenzo Musetti,David Goffin
2025,2025-08-24,G,GS,128,R32,5,Hard,Felix Auger-Aliassime,Alexander Zverev
2025,2025-08-24,G,GS,128,R128,5,Hard,Jaume Munar,Jaime Faria
2025,2025-08-24,G,GS,128,R128,5,Hard,Cameron Norrie,Sebastian Korda
2025,2025-08-24,G,GS,128,R128,5,Hard,Brandon Nakashima,Jesper de Jong
2025,2025-08-24,G,GS,128,R128,5,Hard,Roman Safiullin,Gael Monfils
2025,2025-08-24,G,GS,128,R128,5,Hard,Shintaro Mochizuki,Hugo Gaston
2025,2025-08-24,G,GS,128,R128,5,Hard,Ben Shelton,Ignacio Buse
2025,2025-08-24,G,GS,128,R64,5,Hard,Adrian Mannarino,Jordan Thompson
2025,2025-08-24,G,GS,128,R128,5,Hard,Jakub Mensik,Nicolas Jarry
2025,2025-08-24,G,GS,128,R64,5,Hard,Felix Auger-Aliassime,Roman Safiullin
2025,2025-08-24,G,GS,128,R32,5,Hard,Jannik Sinner,Denis Shapovalov
2025,2025-08-24,G,GS,128,R32,5,Hard,Alexander Bublik,Tommy Paul
2025,2025-08-24,G,GS,128,R128,5,Hard,Ugo Blanchet,Fabian Marozsan
2025,2025-08-24,G,GS,128,R64,5,Hard,Alexander Zverev,Jacob Fearnley
2025,2025-08-24,G,GS,128,R128,5,Hard,Pablo Carreno Busta,Pablo Llamas Ruiz
2025,2025-08-24,G,GS,128,R64,5,Hard,Ben Shelton,Pablo Carreno Busta
2025,2025-08-24,G,GS,128,F,5,Hard,Carlos Alcaraz,Jannik Sinner
2025,2025-08-24,G,GS,128,R128,5,Hard,Alex de Minaur,Christopher O'Connell
2025,2025-08-24,G,GS,128,R128,5,Hard,Felix Auger-Aliassime,Billy Harris
2025,2025-08-24,G,GS,128,R128,5,Hard,Jerome Kym,Ethan Quinn
2025,2025-08-24,G,GS,128,R128,5,Hard,Gabriel Diallo,Damir Dzumhur
2025,2025-08-24,G,GS,128,R128,5,Hard,Francisco Comesana,Alex Michelsen
2025,2025-08-24,G,GS,128,R32,5,Hard,Andrey Rublev,Coleman Wong
2025,2025-08-24,G,GS,128,R64,5,Hard,Flavio Cobolli,Jenson Brooksby
2025,2025-08-24,G,GS,128,R64,5,Hard,Benjamin Bonzi,Marcos Giron
2025,2025-08-24,G,GS,128,R128,5,Hard,Eliot Spizzirri,Stefan Dostanic
2025,2025-08-24,G,GS,128,R128,5,Hard,Adam Walton,Ugo Humbert
2025,2025-08-24,G,GS,128,R128,5,Hard,Stefanos Tsitsipas,Alexandre Muller
2025,2025-08-24,G,GS,128,QF,5,Hard,Novak Djokovic,Taylor Fritz
2025,2025-08-24,G,GS,128,R128,5,Hard,Jordan Thompson,Corentin Moutet
2025,2025-08-24,G,GS,128,R64,5,Hard,Jan-Lennard Struff,Holger Rune
2025,2025-08-24,G,GS,128,R128,5,Hard,Jan-Lennard Struff,Mackenzie McDonald
2025,2025-08-24,G,GS,128,R64,5,Hard,Alex de Minaur,Shintaro Mochizuki
2025,2025-08-24,G,GS,128,R16,5,Hard,Felix Auger-Aliassime,Andrey Rublev
2025,2025-08-24,G,GS,128,R128,5,Hard,Denis Shapovalov,Marton Fucsovics
2025,2025-08-24,G,GS,128,R128,5,Hard,Karen Khachanov,Nishesh Basavareddy
2025,2025-08-24,G,GS,128,R128,5,Hard,Arthur Rinderknech,Roberto Carballes Baena
2025,2025-08-24,G,GS,128,R32,5,Hard,Arthur Rinderknech,Benjamin Bonzi
2025,2025-08-24,G,GS,128,R32,5,Hard,Tomas Machac,Ugo Blanchet
2025,2025-08-24,G,GS,128,R128,5,Hard,Tommy Paul,Elmer Moller
2025,2025-08-24,G,GS,128,R128,5,Hard,Raphael Collignon,Daniel Elahi Galan
2025,2025-08-24,G,GS,128,R128,5,Hard,Casper Ruud,Sebastian Ofner
2025,2025-08-24,G,GS,128,R128,5,Hard,Nuno Borges,Brandon Holt
2025,2025-08-24,G,GS,128,R32,5,Hard,Taylor Fritz,Jerome Kym
2025,2025-08-24,G,GS,128,R32,5,Hard,Carlos Alcaraz,Luciano Darderi
2025,2025-08-24,G,GS,128,R128,5,Hard,Valentin Royer,Yunchaokete Bu
2025,2025-08-24,G,GS,128,R128,5,Hard,Kamil Majchrzak,Hugo Dellien
2025,2025-08-24,G,GS,128,R128,5,Hard,Alejandro Davidovich Fokina,Alexander Shevchenko
2025,2025-08-24,G,GS,128,R16,5,Hard,Alex de Minaur,Leandro Riedi
2025,2025-08-24,G,GS,128,R128,5,Hard,Holger Rune,Botic van de Zandschulp
2025,2025-08-24,G,GS,128,R64,5,Hard,Daniel Altmaier,Stefanos Tsitsipas
2025,2025-08-24,G,GS,128,R128,5,Hard,Adrian Mannarino,Tallon Griekspoor
2025,2025-08-24,G,GS,128,R64,5,Hard,Frances Tiafoe,Martin Damm
2025,2025-08-24,G,GS,128,QF,5,Hard,Carlos Alcaraz,Jiri Lehecka
2025,2025-08-24,G,GS,128,R128,5,Hard,Daniel Altmaier,Hamad Medjedovic
2025,2025-08-24,G,GS,128,R128,5,Hard,Coleman Wong,Aleksandar Kovacevic
